"Nomor,""Bab"",""Matan.""";;;;;;;;;;;;;
"1523,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah  pernah shalat Khauf. Beliau berdiri lalu bertakbir, maka sekelompok dari kami membuat barisan di belakangnya, sedangkan sekelompok yang lain menghadapi musuh. Kemudian beliau ruku' satu kali dan sujud dua kali bersama mereka. Lalu mereka pergi untuk menghadapi musuh, dan mereka belum salam. Kemudian kelompok yang belum shalat (yang menghadap ke musuh) berbaris di belakang Rasulullah, lalu beliau shalat bersama mereka dengan satu kali ruku' dan dua kali sujud. Kemudian beliau mengucapkan salam dan telah menyempurnakan shalatnya dengan dua kali ruku' dan empat kali sujud. Kedua kelompok tadi lalu berdiri dan semuanya shalat sendiri-sendiri dengan satu kali ruku' dan dua kali sujud. Abu Bakr bin As Suni";" Az Zuhri mendengar dua Hadist dari Ibnu Umar, dan dia tidak mendengar Hadist ini dari Ibnu Umar.""";;;;;;;;;;;;
"1524,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah Shalallahu 'Alaihi Wa Sallam mengerjakan shalat Khauf pada sebagian hari-harinya (peperangan). Sebagian kelompok berdiri bersamanya dan sebagian lain menghadap kearah musuh. Lalu beliau shalat satu rakaat dengan orang-orang yang bersamanya, lalu mereka pergi (menempati posisi yang menghadap kearah musuh) sedangkan kelompok (yang menghadap ke musuh) menempati (posisi yang baru shalat), dan Rasulullah shalat satu rakaat bersama mereka. Setelah itu kedua kelompok tersebut menyempurnakan satu rakaat satu rakaat.""";;;;;;;;;;;;;
"1525,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah  berdiri untuk mengerjakan shalat Ashar, lalu satu kelompok berdiri bersamanya, dan kelompok yang lain menghadap ke arah musuh, sedangkan punggung mereka menghadap kiblat. Rasulullah Shalallahu 'Alaihi Wa Sallam lalu bertakbir, dan semuanya ikut bertakbir, baik yang bersamanya maupun yang berhadapan dengan musuh. Kemudian beliau ruku' satu kali, dan kelompok yang bersama beliau juga ikut ruku'. Kemudian beliau sujud, dan kelompok yang berada bersama beliau juga ikut sujud, sedangkan kelompok yang lain tetap berdiri menghadap ke arah musuh. Lalu Rasulullah Shalallahu 'Alaihi Wa Sallam berdiri, dan kelompok yang bersamanya juga berdiri. Lalu mereka segera pergi menghadap ke arah musuh, dan kelompok yang tadinya menghadap ke arah musuh segera ruku' dan sujud, sedangkan Rasulullah Shalallahu 'Alaihi Wa Sallam tetap berdiri seperti semula. Kemudian mereka berdiri, dan Rasulullah Shalallahu 'Alaihi Wa Sallam ruku' lagi, maka mereka pun ikut ruku' bersamanya. Beliau lalu sujud, mereka pun sujud bersamanya. Kemudian kelompok yang menghadap ke arah musuh datang, lalu ruku' dan sujud, sedangkan Rasulullah Shalallahu 'Alaihi Wa Sallam tetap duduk dengan kelompok yang bersamanya. Setelah itu Rasulullah Shalallahu 'Alaihi Wa Sallam mengucapkan salam dan mereka semua ikut mengucapkan salam. Dengan demikian Rasulullah Shalallahu 'Alaihi Wa Sallam telah mengerjakan dua rakaat, dan tiap muslim dari dua kelompok tadi juga mengerjakan shalat dua rakaat dua rakaat.""";;;;;;;;;;;;;
"1526,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah dan memerintahkannya untuk membagi sahabatnya menjadi dua kelompok. Maka beliau mengerjakan shalat bersama salah satu kelompok dari mereka, sedangkan kelompok yang lain menghadap ke arah musuh yang telah siap siaga dengan persenjataannya. Rasulullah mengerjakan shalat satu rakaat bersama mereka, kemudian mereka mundur dan kelompok yang tadinya menghadap ke arah musuh maju. Lalu Rasulullah shalat satu rakaat bersama kelompok tersebut. Mereka semua shalat bersama Nabi satu rakaat satu rakaat, sedangkan Rasulullah shalat dua rakaat.""";;;;;;;;;;;;;
"1527,""Sholat Khouf (Dalam Kondisi Takut)"",""shalat Khauf bersama mereka. Ada satu barisan jamaah yang berdiri di hadapannya, dan satu barisan lagi di belakangnya. Beliau  shalat satu rakaat dengan dua kali sujud bersama barisan yang ada di belakangnya, kemudian mereka maju menempati posisi para sahabat (yang berada di posisi depan), dan para sahabat (yang berada di posisi depan) mundur menempati posisi kelompok yang maju tadi. Lalu Rasulullah Shalallahu 'Alaihi Wa Sallam shalat bersama mereka (yang mundur) satu rakaat dengan dua kali sujud, kemudian beliau mengucapkan salam. Nabi mengerjakan shalat dua rakaat, sedangkan mereka satu rakaat.""";;;;;;;;;;;;;
"1528,""Sholat Khouf (Dalam Kondisi Takut)"",""beliau berdiri, dan ada satu kelompok yang berdiri di belakangnya, dan kelompok lainnya menghadap ke arah musuh. Beliau shalat dengan satu kali ruku' dan dua kali sujud dengan kelompok yang berada di belakangnya. Kemudian mereka pergi menempati posisi teman-temannya yang tadi menghadap ke arah musuh, dan teman-temannya itu datang, lalu Rasulullah shalat bersama mereka satu kali ruku' dan dua kali sujud. Kemudian Rasulullah Shalallahu 'Alaihi Wa Sallam mengucapkan salam, dan mereka (yang ada di belakangnya) pun mengucapkan salam.""";;;;;;;;;;;;;
"1529,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah Shalallahu 'Alaihi Wa Sallam bertakbir, dan kami pun bertakbir. Lalu beliau ruku', dan kami juga ikut ruku'. Beliau mengangkat (kepala dari ruku'), maka kami juga mengangkat (kepala dari ruku'). Ketika beliau turun untuk sujud, beliau sujud bersama barisan yang berada di belakangnya, sedangkan barisan kedua tetap berdiri ketika Rasulullah Shalallahu 'Alaihi Wa Sallam mengangkat kepala dari sujud bersama barisan tadi. Kemudian barisan kedua sujud di tempatnya setelah Rasulullah Shalallahu 'Alaihi Wa Sallam mengangkat kepala dari sujud. Setelah itu barisan yang tadi tepat di belakang Rasulullah mundur, sedangkan barisan yang lain maju. Mereka berdiri dengan saling berganti posisi. Rasulullah lalu ruku', maka kami juga ruku'. Kemudian beliau mengangkat kepala dari ruku', maka kami juga mengangkat kepala dari ruku'. Ketika beliau turun untuk sujud, maka yang di belakangnya juga ikut sujud, sedangkan yang lain tetap berdiri. Setelah Rasulullah mengangkat kepala dari sujud bersama barisan yang berada di belakangnya, maka yang lain segera sujud. Setelah itu beliau salam.""";;;;;;;;;;;;;
"1530,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah Shalallahu 'Alaihi Wa Sallam bertakbir, dan mereka pun bertakbir. Lalu beliau ruku', dan mereka semua ikut ruku'. Kemudian beliau sujud bersama barisan yang berada tepat di belakangnya, sedangkan barisan yang lain tetap berdiri menjaga mereka. Setelah mereka berdiri maka sujudlah orang-orang yang tadinya (berdiri menjaga). Kemudian mereka (barisan yang ada di belakang Rasulullah) maju ke tempat barisan depan. Lalu Rasulullah ruku', dan ruku' pula semuanya. Kemudian Rasulullah mengangkat (kepala dari ruku'), dan mereka semua ikut mengangkat kepala. Lalu Nabi  sujud bersama barisan yang ada di belakangnya, sedangkan barisan yang di depan tetap berdiri menjaga mereka (yang sedang shalat). Setelah mereka sujud dan duduk, maka barisan yang lain sujud di tempat mereka, kemudian mengucapkan salam. Jabir berkata, Sebagaimana dilakukan oleh pemimpin-pemimpin mereka.""";;;;;;;;;;;;;
"1531,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah Shalallahu 'Alaihi Wa Sallam shalat Ashar bersama para sahabatnya. Beliau membuat sahabatnya menjadi dua barisan di belakangnya, lalu beliau Shalallahu 'Alaihi Wa Sallam ruku' bersama mereka semua. Ketika mereka mengangkat kepala, maka barisan yang tepat di belakangnya sujud, sedangkan barisan yang lain tetap berdiri. Dan ketika mereka mengangkat kepalanya dari sujud, barisan yang paling belakang sujud dan ruku' bersama Rasulullah Shalallahu 'Alaihi Wa Sallam. Kemudian barisan yang berada di depan mundur dan yang di belakang maju, sehingga tiap barisan menempati posisi lainnya (dengan bergantian). Kemudian Rasulullah Shalallahu 'Alaihi Wa Sallam ruku' bersama mereka semua. Setelah mereka mengangkat kepalanya dari ruku', maka barisan yang di belakangnya sujud, sedangkan barisan yang lain tetap berdiri. Setelah mereka selesai sujud, maka barisan yang lain sujud. Kemudian Nabi Shalallahu 'Alaihi Wa Sallam mengucapkan salam kepada mereka.""";;;;;;;;;;;;;
"1532,""Sholat Khouf (Dalam Kondisi Takut)"",""Rasulullah Shalallahu 'Alaihi Wa Sallam mengerjakan shalat Zhuhur bersama kami. Pada barisan orang-orang musyrik ada Khalid bin Walid (sebelum masuk Islam). Orang-orang musyrik berkata, 'Kita bisa mencari kelengahan dan kelalaian mereka'. Lalu turunlah (ayat) tentang shalat Khauf -antara Zhuhur dan Ashar, maka Rasulullah Shalallahu 'Alaihi Wa Sallam mengerjakan shalat Ashar dengan membagi kami menjadi dua kelompok. Satu kelompok shalat bersama Rasulullah Shalallahu 'Alaihi Wa Sallam, sedangkan yang lain menjaganya. Beliau Shalallahu 'Alaihi Wa Sallam bertakbir bersama kedua kelompok tersebut. Lalu beliau ruku', maka ruku'lah semuanya. Kemudian kelompok yang bersamanya sujud, dan setelah itu mereka mundur ke belakang, lalu kelompok yang lain maju kemudian sujud. Kemudian Rasulullah Shalallahu 'Alaihi Wa Sallam berdiri lalu ruku' yang kedua bersama kelompok yang ada di belakang (yang menjaganya tadi). Lalu beliau sujud bersama kelompok yang tepat di belakangnya, dan setelah itu mereka mundur dan berdiri pada posisi teman-temannya, sedangkan teman-temannya maju lalu sujud. Kemudian beliau salam. Dengan demikian semuanya mengerjakan shalat dua rakaat dua rakaat bersama imam mereka. Dan Rasulullah  pernah shalat Khauf sekali di Bani Sulaim.""";;;;;;;;;;;;;
"1533,""Sholat Khouf (Dalam Kondisi Takut)"",""shalat Khauf dua rakaat bersama suatu kaum, lalu salam. Kemudian shalat lagi dengan yang lain sebanyak dua rakaat, lalu salam. Hal itu menunjukkan bahwa Nabi  mengerjakan shalat empat rakaat.""";;;;;;;;;;;;;
"1534,""Sholat Khouf (Dalam Kondisi Takut)"",""pernah mengerjakan shalat dua rakaat bersama suatu kelompok dari kalangan sahabatnya, kemudian salam. Setelah itu beliau shalat lagi dua rakaat dengan kelompok lainnya, kemudian salam.""";;;;;;;;;;;;;
"1535,""Sholat Khouf (Dalam Kondisi Takut)"",""Imam berdiri menghadap kiblat bersama satu kelompok, sedangkan kelompok yang lain menghadap ke arah musuh. Lalu imam ruku' bersama kelompok yang bersamanya dengan satu kali ruku', dan mereka ruku'. Lalu sujud dua kali di tempat mereka, dan setelah itu pergi ke posisi teman-temannya (yang menghadap ke arah musuh). Kemudian teman-temannya datang (di belakang imam), dan imam ruku' bersama mereka, lalu sujud dua kali. Jadi imam telah shalat dua rakaat, sedangkan mereka baru satu rakaat. Kemudian mereka ruku' satu kali satu kali, lalu sujud dua kali.""";;;;;;;;;;;;;
"1536,""Sholat Khouf (Dalam Kondisi Takut)"",""shalat Khauf dengan para sahabatnya. Beliau shalat bersama suatu kelompok, sedangkan kelompok yang lain wajahnya menghadap ke arah musuh. Rasulullah lalu shalat dua rakaat bersama mereka, setelah itu mereka menempati posisi kelompok lain (yang menghadap kearah musuh), sedangkan kelompok (yang menghadap kearah musuh) datang lalu shalat dengan Rasulullah dua rakaat. Kemudian beliau salam.""";;;;;;;;;;;;;
"1537,""Sholat Khouf (Dalam Kondisi Takut)"",""dia pernah shalat Khauf dua rakaat bersama -kelompok- yang berada di belakangnya, dan shalat dua rakaat lagi bersama kelompok yang datang setelah kelompok yang pertama. Dengan demikia Nabi Shalallahu 'Alaihi Wa Sallam shalat empat rakaat, sedangkan masing-masing -dari kedua kelompok tersebut- dua rakaat dua rakaat.""";;;;;;;;;;;;;
"1538,""Sholat Idul Adha dan Idul Fithri"",""Kalian dahulu mempunyai dua hari untuk bermain-main, sungguh Allah telah menggantinya dengan yang lebih baik dari keduanya, yakni hari (raya) Fitri dan hari (raya) Adha (Kurban) '.""";;;;;;;;;;;;;
"1539,""Sholat Idul Adha dan Idul Fithri"",""memerintahkan mereka untuk berbuka puasa setelah hari agak siang dan keluar ke tempat shalat Id (hari raya) besoknya.""";;;;;;;;;;;;;
"1540,""Sholat Idul Adha dan Idul Fithri"",""Hendaknya perempuan yang tidak dipingit dan perempuan yang dipingit, serta perempuan yang sedang haid keluar untuk menyaksikan hari raya dan seruan kaum muslim, dan perempuan yang sedang haid hendaknya menjauh dari tempat shalat.""";;;;;;;;;;;;;
"1541,""Sholat Idul Adha dan Idul Fithri"",""'Hendaknya perempuan yang tidak dipingit dan perempuan yang dipingit keluar untuk menyaksikan hari raya dan seruan kaum muslim, dan perempuan yang sedang haid hendaknya menjauh dari tempat shalat.'""";;;;;;;;;;;;;
"1542,""Sholat Idul Adha dan Idul Fithri"",""ini adalah pakaian orang yang tidak mempunyai bagian, tetapi mengapa engkau mengirimkan baju sutra ini kepadaku? Rasulullah Shalallahu 'Alaihi Wa Sallam lalu berkata: `Juallah. Kamu bisa memenuhi kebutuhanmu dari hasil menjual pakaian tersebut'.""";;;;;;;;;;;;;
"1543,""Sholat Idul Adha dan Idul Fithri"",""bukan termasuk Sunnah seseorang mengerjakan shalat sebelum imam.""";;;;;;;;;;;;;
"1544,""Sholat Idul Adha dan Idul Fithri"",""Rasulullah Shalallahu 'Alaihi Wa Sallam shalat hari raya bersama kami sebelum khutbah, tanpa adzan dan iqamah.""";;;;;;;;;;;;;
"1545,""Sholat Idul Adha dan Idul Fithri"",""'Yang pertama kali kita lakukan pada hari ini adalah mengerjakan shalat, kemudian menyembelih. Barangsiapa melakukan hal itu, maka ia sesuai dengan Sunnah kami, dan barangsiapa menyembelih sebelum Shalat, maka itu hanya daging biasa yang disuguhkan untuk keluarganya'. Abu Burdah bin Dinar pun menyembelih, lalu ia berkata"; 'Wahai Rasulullah Shalallahu 'Alaihi Wa Sallam, aku mempunyai Jadza'ah yang lebih baik dari musinnah! Rasulullah Shalallahu 'Alaihi Wa Sallam menjawab: `Sembelihlah, dan hal itu tidak mencukupi salah seorang setelah kamu (tidak boleh dilakukan) '. + Ket. Jadz'ah; adalah unta yang akan memasuki umur lima tahun atau sapi yang akan memasuki umur tiga tahun. Musinah;" adalah sapi betina yang berumur dua tahun lebih.""";;;;;;;;;;
"1546,""Sholat Idul Adha dan Idul Fithri"",""mengerjakan shalat dua hari raya sebelum khutbah.""";;;;;;;;;;;;;
"1547,""Sholat Idul Adha dan Idul Fithri"",""keluar pada hari Idul Fitri dan Idul Adha dengan membawa tombak, lalu beliau menancapkannya, kemudian shalat menghadap ke arahnya.""";;;;;;;;;;;;;
"1548,""Sholat Idul Adha dan Idul Fithri"",""Shalat Idul Adha dua rakaat, shalat Idul Fitri dua rakaat, shalat musafir dua rakaat, dan shalat Jum'at dua rakaat. Semua itu sempurna, bukan qashar (diringkas) menurut sabda Rasulullah .""";;;;;;;;;;;;;
"1549,""Sholat Idul Adha dan Idul Fithri"",""dibaca Rasulullah  pada hari seperti ini'? ' la menjawab";" `Surah Qaaf dan Iqtarobat (Al Qamar) '.""";;;;;;;;;;;;
"1550,""Sholat Idul Adha dan Idul Fithri"",""membaca surat Al A'laa dan Al Ghaasyiyah ketika shalat Jum'at. Kadang hari raya dan Jum'at berkumpul dalam satu hari, maka beliau membaca keduanya.""";;;;;;;;;;;;;
"1551,""Sholat Idul Adha dan Idul Fithri"",""Beliau memulai shalat sebelum khutbah, kemudian berkhutbah.""";;;;;;;;;;;;;
"1552,""Sholat Idul Adha dan Idul Fithri"",""Rasulullah Shallallahu'alaihiwasallam berkhutbah kepada kami pada hari raya Kurban setelah shalat.""";;;;;;;;;;;;;
"1553,""Sholat Idul Adha dan Idul Fithri"",""Barangsiapa ingin pulang, maka hendaklah ia pulang, dan barangsiapa ingin tetap tinggal untuk mendengar khutbah maka hendaklah ia tetap tinggal mendengarkannya.""";;;;;;;;;;;;;
"1554,""Sholat Idul Adha dan Idul Fithri"",""berkhutbah dengan memakai dua selendang yang berwarna hijau.""";;;;;;;;;;;;;
"1555,""Sholat Idul Adha dan Idul Fithri"",""menyampaikan khutbah di atas untanya, dan seorang Habsyi yang memegangi tali kekang untanya.""";;;;;;;;;;;;;
"1556,""Sholat Idul Adha dan Idul Fithri"",""Rasulullah Shalallahu 'Alaihi Wa Sallam berkhutbah sambil berdiri, kemudian duduk sebentar, lalu berdiri lagi'.""";;;;;;;;;;;;;
"1557,""Sholat Idul Adha dan Idul Fithri"",""Bersedekahlah kalian, karena sebagian besar kalian adalah bahan bakar api neraka. Lalu ada seorang perempuan biasa bangkit berdiri -dengan pipi yang memerah- berkata";" Apa penyebabnya wahai Rasulullah ? Beliau bersabda: Kalian banyak mengeluh dan mengingkari kebaikan suami. Lalu mereka segera melepaskan kalung, anting, serta cincin mereka dan melemparkannya ke kain (yang dibentangkan) Bilal sebagai sedekah.""";;;;;;;;;;;;
"1558,""Sholat Idul Adha dan Idul Fithri"",""ke Mushalla (lapangan tempat shalat) lalu Beliau shalat bersama manusia. Bila beliau telah duduk pada rakaat kedua maka beliau mengucapkan salam, kemudian menghadap kepada manusia dengan wajahnya, sedangkan manusia duduk. Bila beliau mempunyai suatu keperluan, yakni hendak mengutus pasukan, maka beliau menyebutkannya, dan jika tidak ada keperluan maka beliau memerintahkan manusia untuk sedekah dengan bersabda Bersedekahlah. Beliau mengucapkannya sebanyak tiga kali. Sebagian besar yang bersedekah adalah wanita.""";;;;;;;;;;;;;
"1559,""Sholat Idul Adha dan Idul Fithri"",""Jika kamu berkata kepada temanmu, 'Diamlah' ketika imam sedang khutbah, maka kamu telah berbuat sia-sia.""";;;;;;;;;;;;;
"1560,""Sholat Idul Adha dan Idul Fithri"",""Barangsiapa telah diberi petunjuk oleh Allah, maka tidak ada yang bisa menyesatkannya. Barangsiapa telah disesatkan oleh Allah, maka tidak ada yang bisa memberikan petunjuk kepadanya. Sebenar-benar perkataan adalah kitabullah (Al Qur'an), sebaik-baik petunjuk adalah petunjuk Muhammad , dan sejelek jelek perkara adalah hal-hal yang baru, setiap hal yang baru adalah bid'ah dan setiap bid'ah adalah sesat, dan setiap kesesatan di dalam neraka'. Kemudian beliau bersabda lagi, 'Ketika aku diutus, jarak antara aku dan hari Kiamat seperti jarak dua jari ini'. Bila beliau menyebutkan hari Kiamat maka kedua pipinya memerah, suaranya meninggi, dan amarahnya bertambah, seolah-olah beliau memperingatkan pasukan. Beliau bersabda: 'Hati-hati pada pagi kalian dan sorenya'. Barangsiapa meninggalkan harta, maka itu buat keluarganya dan barangsiapa meninggalkan utang atau sesuatu yang hilang maka itu tanggunganku. Aku adalah wali bagi orang-orang yang beriman '.""";;;;;;;;;;;;;
"1561,""Sholat Idul Adha dan Idul Fithri"",""keluar pada hari raya, lalu shalat dua rakaat. Kemudian beliau berkhutbah, memerintahkan manusia untuk sedekah, maka sebagian besar yang bersedekah adalah wanita. Jika beliau mempunyai pasukan atau hendak mengutus seseorang maka beliau berbicara, dan jika tidak ada maka beliau pulang.""";;;;;;;;;;;;;
"1562,""Sholat Idul Adha dan Idul Fithri"",""mewajibkan zakat fitri atas anak kecil dan orang dewasa, yang merdeka dan hamba sahaya, lelaki dan perempuan, sebanyak setengah Sha' gandum atau satu Sha' kurma atau sya'ir (jenis gandum).""";;;;;;;;;;;;;
"1563,""Sholat Idul Adha dan Idul Fithri"",""Barangsiapa shalat (seperti) shalat kami, dan berkurban (seperti) kurban kami, maka ia telah berkurban dengan benar, dan barangsiapa berkurban sebelum shalat, maka itu hanya daging kambing (bukan kurban) '. Abu Burdah bin Niyar berkata, 'Wahai Rasulullah demi Allah, aku telah menyembelih (kurban) sebelum keluar untuk shalat (id), karena aku mengetahui bahwa hari ini adalah hari (untuk) makan dan minum, maka aku menyegerakan menyembelih (kurban) lalu aku makan dan aku berikan kepada keluarga dan tetanggaku,  maka Rasulullah bersabda: Itu adalah daging kambing (bukan kurban) '. Abu Burdah berkata";" Sesungguhnya aku mempunyai jadza'ah yang lebih baik dari dua kambing daging, maka apakah itu mencukupi bagiku (sebagai gantinya)? Nabi menjawab: Ya,  tetapi ia tidak mencukupi bagi seorang setelahmu.""";;;;;;;;;;;;
